class_id,course_prefix,course_number,course_code,call_number,class_title
acct2301.002.17s,acct,2301,ACCT 2301,24323,Introductory Financial Accounting 
acct2302.004.17s,acct,2302,ACCT 2302,24460,Introductory Management Accounting 
acct3100.001.17s,acct,3100,ACCT 3100,24462,Professional Development 
acct3101.ppa.17s,acct,3101,ACCT 3101,26904,Professional Program in Accounting Lyceum 
acct3322.001.17s,acct,3322,ACCT 3322,24334,Integrated Accounting Information Systems 
acct3331.001.17s,acct,3331,ACCT 3331,24335,Intermediate Financial Accounting I 
acct3332.001.17s,acct,3332,ACCT 3332,24637,Intermediate Financial Accounting II 
acct3341.501.17s,acct,3341,ACCT 3341,24465,Cost Management Systems 
acct3350.002.17s,acct,3350,ACCT 3350,24914,Fundamentals of Taxation 
acct4301.001.17s,acct,4301,ACCT 4301,25247,Database Systems 
acct4334.002.17s,acct,4334,ACCT 4334,24943,Auditing 
acct4336.001.17s,acct,4336,ACCT 4336,24342,Financial Statement Analysis 
acct4337.001.17s,acct,4337,ACCT 4337,25225,Business Valuation 
acct4340.001.17s,acct,4340,ACCT 4340,25031,Survey of Accounting Software 
acct4342.001.17s,acct,4342,ACCT 4342,24466,Analysis and Design of Accounting Systems 
acct6201.0w1.17s,acct,6201,ACCT 6201,24330,Introduction to Financial Accounting 
acct6202.0w1.17s,acct,6202,ACCT 6202,24331,Introduction to Managerial Accounting 
acct6305.001.17s,acct,6305,ACCT 6305,25181,Accounting for Managers 
acct6309.002.17s,acct,6309,ACCT 6309,24932,Business Data Warehousing 
acct6312.501.17s,acct,6312,ACCT 6312,25243,Cybersecurity Fundamentals 
acct6320.001.17s,acct,6320,ACCT 6320,24773,Database Foundations 
acct6330.001.17s,acct,6330,ACCT 6330,24347,Intermediate Financial Accounting I 
acct6331.0w1.17s,acct,6331,ACCT 6331,25034,Cost Accounting 
acct6332.0w1.17s,acct,6332,ACCT 6332,26915,Intermediate Financial Accounting II 
acct6333.501.17s,acct,6333,ACCT 6333,24351,Advanced Financial Reporting 
acct6334.002.17s,acct,6334,ACCT 6334,24942,Auditing 
acct6335.0w1.17s,acct,6335,ACCT 6335,24333,Ethics for Professional Accountants 
acct6336.501.17s,acct,6336,ACCT 6336,24353,Information Technology Audit and Risk Management 
acct6338.001.17s,acct,6338,ACCT 6338,25039,Accounting Systems Integration and Configuration 
acct6340.001.17s,acct,6340,ACCT 6340,25129,System Analysis and Project Management 
acct6343.0w1.17s,acct,6343,ACCT 6343,24957,Accounting Information Systems 
acct6344.0w1.17s,acct,6344,ACCT 6344,24749,Financial Statement Analysis 
acct6349.0w1.17s,acct,6349,ACCT 6349,24946,Information Technology Strategy and Management 
acct6350.001.17s,acct,6350,ACCT 6350,24750,Fundamentals of Taxation I 
acct6353.001.17s,acct,6353,ACCT 6353,24785,Fundamentals of Taxation II 
acct6365.501.17s,acct,6365,ACCT 6365,25220,Governmental and Not-For-Profit Accounting 
acct6367.501.17s,acct,6367,ACCT 6367,26918,Multijurisdictional Taxation 
acct6370.001.17s,acct,6370,ACCT 6370,24752,Business Law 
acct6373.001.17s,acct,6373,ACCT 6373,25041,Advanced External Auditing 
acct6377.501.17s,acct,6377,ACCT 6377,24355,Corporate Governance 
acct6380.501.17s,acct,6380,ACCT 6380,24356,Internal Audit 
acct6382.001.17s,acct,6382,ACCT 6382,24357,Advanced Internal Auditing 
acct6383.501.17s,acct,6383,ACCT 6383,25043,Fraud Examination 
acct6384.501.17s,acct,6384,ACCT 6384,25219,Analytical Reviews Using Audit Software 
acct6388.0w1.17s,acct,6388,ACCT 6388,24940,Accounting Communications 
acct6389.501.17s,acct,6389,ACCT 6389,24753,Volunteer Income Tax Assistance Practicum 
acct7324.001.17s,acct,7324,ACCT 7324,25044,Empirical Research in Financial Accounting 
acn6160.001.17s,acn,6160,ACN 6160,21394,Neurobiology 
acn6310.001.17s,acn,6310,ACN 6310,21056,Fundamentals of Functional Brain Imaging 
acn6313.001.17s,acn,6313,ACN 6313,21236,Research Methods in Behavioral and Brain Sciences - Part II 
acn6322.501.17s,acn,6322,ACN 6322,26765,Computational Modeling Methods for Language Understanding 
acn6331.001.17s,acn,6331,ACN 6331,21481,Cognitive Development 
acn6332.001.17s,acn,6332,ACN 6332,27257,Perception 
acn6333.001.17s,acn,6333,ACN 6333,21332,Memory 
acn6338.001.17s,acn,6338,ACN 6338,21058,Functional Neuroanatomy 
acn6342.0w1.17s,acn,6342,ACN 6342,21362,Human Computer Interactions II 
acn6348.5h1.17s,acn,6348,ACN 6348,26763,Neural Net Mathematics 
acn6372.501.17s,acn,6372,ACN 6372,21472,The Neuroscience of Pain 
acn6373.001.17s,acn,6373,ACN 6373,21057,Intraoperative Neurophysiological Monitoring I 
acn6395.001.17s,acn,6395,ACN 6395,26959,Cognitive Psychology 
acn6v71.091.17s,acn,6v71,ACN 6v71,21442,Industry Internship 
acn6v72.013.17s,acn,6v72,ACN 6v72,21060,Research Internship 
acn7343.001.17s,acn,7343,ACN 7343,21406,Neuropharmacology 
acts4301.001.17s,acts,4301,ACTS 4301,26054,Principles of Actuarial Models: Life Contingencies I 
acts4304.001.17s,acts,4304,ACTS 4304,26085,Construction and Evaluation of Actuarial Models 
acts6302.001.17s,acts,6302,ACTS 6302,26522,Theory of Actuarial Models: Financial Economics 
acts6303.501.17s,acts,6303,ACTS 6303,26481,Theory of Actuarial Models: Life Contingencies II 
acts6305.501.17s,acts,6305,ACTS 6305,26482,Construction and Evaluation of Actuarial Models II 
acts6308.001.17s,acts,6308,ACTS 6308,26845,Actuarial Financial Mathematics 
aero1040.001.17s,aero,1040,AERO 1040,27636,foundation of the usaf
aero2040.002.17s,aero,2040,AERO 2040,27640,evol/usaf air & space power
aero2920.001.17s,aero,2920,AERO 2920,27644,coop ed aerospace studies
aero3320.001.17s,aero,3320,AERO 3320,27646,leadership studies
aero4320.002.17s,aero,4320,AERO 4320,27649,national security affairs
aero4920.001.17s,aero,4920,AERO 4920,27645,coop ed aerospace studies
ahst1303.001.17s,ahst,1303,AHST 1303,20044,Survey of Western Art History: Ancient to Medieval 
ahst2331.001.17s,ahst,2331,AHST 2331,20045,Understanding Art 
ahst3316.001.17s,ahst,3316,AHST 3316,20497,The Art of the Baroque 
ahst3320.001.17s,ahst,3320,AHST 3320,27601,Art in Historical Context 
ahst3322.001.17s,ahst,3322,AHST 3322,27179,Modern Architecture 
ahst4342.001.17s,ahst,4342,AHST 4342,27580,Topics in Art History 
ams2300.hn1.17s,ams,2300,AMS 2300,24099,American Popular Culture 
ams2341.001.17s,ams,2341,AMS 2341,27666,American Studies for the Twenty-First Century 
ams3302.501.17s,ams,3302,AMS 3302,24001,American Cultures 
ams3316.001.17s,ams,3316,AMS 3316,24093,Interpersonal Communication 
ams3350.001.17s,ams,3350,AMS 3350,24042,Crisis Communication 
ams4300.001.17s,ams,4300,AMS 4300,24053,Oral and Written Communication for the Classroom 
ams4305.001.17s,ams,4305,AMS 4305,24002,World History for Teachers 
ams4385.0w1.17s,ams,4385,AMS 4385,24109,Professional Communications in Business 
ap3300.001.17s,ap,3300,AP 3300,20046,Elements of Art and Performance 
ap3340.001.17s,ap,3340,AP 3340,20499,Writing in the Arts 
arab1311.001.17s,arab,1311,ARAB 1311,20197,Beginning Arabic I 
arab1312.001.17s,arab,1312,ARAB 1312,20006,Beginning Arabic II 
arab2311.501.17s,arab,2311,ARAB 2311,20568,Intermediate Arabic I 
arhm2340.001.17s,arhm,2340,ARHM 2340,27529,Creativity 
arhm2342.501.17s,arhm,2342,ARHM 2342,27831,Connections in the Arts and Humanities 
arhm3342.502.17s,arhm,3342,ARHM 3342,27433,Advanced Interdisciplinary Studies in the Arts and Humanities 
arts1301.001.17s,arts,1301,ARTS 1301,20047,Exploration of the Arts 
arts1316.001.17s,arts,1316,ARTS 1316,20198,Drawing Foundations 
arts2316.001.17s,arts,2316,ARTS 2316,20202,Painting Foundations 
arts2350.001.17s,arts,2350,ARTS 2350,20049,Photography: Design Basics 
arts2380.004.17s,arts,2380,ARTS 2380,20385,2D Design Foundations 
arts2381.001.17s,arts,2381,ARTS 2381,20312,Introduction to Sculpture 
arts3340.001.17s,arts,3340,ARTS 3340,27807,Topics in Studio Art 
arts3341.001.17s,arts,3341,ARTS 3341,27718,Chinese Calligraphy 
arts3363.001.17s,arts,3363,ARTS 3363,20208,"Typography, Technology, Image "
arts3367.501.17s,arts,3367,ARTS 3367,20503,Figure Drawing 
arts3368.001.17s,arts,3368,ARTS 3368,20210,Mixed Media 
arts3369.001.17s,arts,3369,ARTS 3369,20050,Intermediate Painting 
arts3371.001.17s,arts,3371,ARTS 3371,20211,Photography: Black/White 
arts3372.001.17s,arts,3372,ARTS 3372,20212,Photography: Color 
arts3373.001.17s,arts,3373,ARTS 3373,20051,Printmaking 
arts3378.001.17s,arts,3378,ARTS 3378,20332,Figure Sculpture 
arts3379.001.17s,arts,3379,ARTS 3379,20313,Photography: New Media 
arts3381.001.17s,arts,3381,ARTS 3381,20333,Video Painting 
arts4308.001.17s,arts,4308,ARTS 4308,20374,Image/Text 
arts4310.601.17s,arts,4310,ARTS 4310,20504,Studies in Contemporary Exhibitions 
arts4366.001.17s,arts,4366,ARTS 4366,20209,Advanced Drawing 
arts4368.001.17s,arts,4368,ARTS 4368,20214,Advanced Visual Arts 
arts4372.001.17s,arts,4372,ARTS 4372,20505,Advanced Photography 
atec2325.501.17s,atec,2325,ATEC 2325,20789,Game Design Fundamentals 
atec2326.001.17s,atec,2326,ATEC 2326,20767,Computer Animation Processes 
atec2340.001.17s,atec,2340,ATEC 2340,27251,Project Management for Arts and Technology I 
atec2382.001.17s,atec,2382,ATEC 2382,20745,Computer Imaging 
atec2384.001.17s,atec,2384,ATEC 2384,20746,Design I 
atec2385.001.17s,atec,2385,ATEC 2385,20748,Sound Design 
atec3315.001.17s,atec,3315,ATEC 3315,20867,Motion Graphics 
atec3317.501.17s,atec,3317,ATEC 3317,27838,Modeling and Texturing I 
atec3320.001.17s,atec,3320,ATEC 3320,20774,Digital Content Design 
atec3324.001.17s,atec,3324,ATEC 3324,20851,Computer Modeling for Digital Fabrication 
atec3325.001.17s,atec,3325,ATEC 3325,20749,Computer Mediated Communication 
atec3327.001.17s,atec,3327,ATEC 3327,20750,Lighting and Composition I 
atec3328.002.17s,atec,3328,ATEC 3328,20769,Rigging I 
atec3329.001.17s,atec,3329,ATEC 3329,27291,Tools Development for Arts and Technology 
atec3330.002.17s,atec,3330,ATEC 3330,27269,Digital Video Production I 
atec3336.003.17s,atec,3336,ATEC 3336,20894,Computer Animation I 
atec3346.002.17s,atec,3346,ATEC 3346,27278,Storytelling for New Media I 
atec3351.004.17s,atec,3351,ATEC 3351,20898,Game Design I 
atec3352.501.17s,atec,3352,ATEC 3352,27287,User Experience Design for Games I 
atec3353.501.17s,atec,3353,ATEC 3353,20770,Game Studies I 
atec3355.001.17s,atec,3355,ATEC 3355,20855,Scripting for Games I 
atec3356.001.17s,atec,3356,ATEC 3356,20854,Games and Narrative I 
atec3361.002.17s,atec,3361,ATEC 3361,20772,Internet Studio I 
atec3363.001.17s,atec,3363,ATEC 3363,20751,Interaction Design I 
atec3364.501.17s,atec,3364,ATEC 3364,20792,Level Design I 
atec3365.501.17s,atec,3365,ATEC 3365,27840,Virtual Environments 
atec3370.002.17s,atec,3370,ATEC 3370,27183,Topics in Art and Technology 
atec3384.001.17s,atec,3384,ATEC 3384,27244,Design II 
atec4310.001.17s,atec,4310,ATEC 4310,27895,Digital Audio Processing 
atec4312.001.17s,atec,4312,ATEC 4312,27268,Audio Productions Lab II 
atec4330.501.17s,atec,4330,ATEC 4330,20786,Digital Video Production II 
atec4336.001.17s,atec,4336,ATEC 4336,20810,Computer Animation II 
atec4340.001.17s,atec,4340,ATEC 4340,27288,Project Management for Arts and Technology II 
atec4345.001.17s,atec,4345,ATEC 4345,20827,Motion Capture Animation 
atec4347.501.17s,atec,4347,ATEC 4347,20755,Design Innovation Workshop 
atec4348.001.17s,atec,4348,ATEC 4348,20868,Modeling and Texturing II 
atec4349.001.17s,atec,4349,ATEC 4349,20828,Lighting and Composition II 
atec4350.001.17s,atec,4350,ATEC 4350,20753,Game Production Lab I 
atec4352.001.17s,atec,4352,ATEC 4352,20829,Animation Studio II 
atec4356.001.17s,atec,4356,ATEC 4356,20879,Computer Animation III 
atec4357.001.17s,atec,4357,ATEC 4357,27813,Strategic Design 
atec4361.001.17s,atec,4361,ATEC 4361,20830,Internet Studio II 
atec4367.001.17s,atec,4367,ATEC 4367,20778,Game Design II 
atec4370.001.17s,atec,4370,ATEC 4370,27292,Special Topics in Arts and Technology 
atec4371.501.17s,atec,4371,ATEC 4371,20891,Topics in Animation 
atec4373.001.17s,atec,4373,ATEC 4373,20812,Topics in Game Development 
atec4374.501.17s,atec,4374,ATEC 4374,27254,Topics in Digital Design 
atec4375.002.17s,atec,4375,ATEC 4375,20831,Topics in Sound Design 
atec4380.001.17s,atec,4380,ATEC 4380,20864,Capstone Project 
atec4381.001.17s,atec,4381,ATEC 4381,27296,Senior Seminar 
atec6300.001.17s,atec,6300,ATEC 6300,27842,Interdisciplinary Approaches to Arts and Technology 
atec6335.001.17s,atec,6335,ATEC 6335,27988,Research in Sound Design 
atec6342.001.17s,atec,6342,ATEC 6342,27843,Game Studies 
atec6344.501.17s,atec,6344,ATEC 6344,20872,History and Culture of Interactive Media 
atec6345.001.17s,atec,6345,ATEC 6345,20709,Game Production Lab 
atec6351.001.17s,atec,6351,ATEC 6351,20698,Digital Arts 
atec6353.501.17s,atec,6353,ATEC 6353,27305,Visualization Research 
atec6361.501.17s,atec,6361,ATEC 6361,20856,Creating Interactive Media 
atec6363.501.17s,atec,6363,ATEC 6363,20841,Creative Automata 
atec6383.001.17s,atec,6383,ATEC 6383,20686,Special Topics in Sound Design 
atec6389.002.17s,atec,6389,ATEC 6389,27301,Topics in Arts and Technology 
aud6113.001.17s,aud,6113,AUD 6113,21339,Grand Rounds 
aud6306.001.17s,aud,6306,AUD 6306,21061,Speech Science 
aud6311.001.17s,aud,6311,AUD 6311,21062,Diagnostic Audiology 
aud6318.001.17s,aud,6318,AUD 6318,21063,Pediatric Audiology 
aud6v20.101.17s,aud,6v20,AUD 6v20,21364,Laboratory Procedures in Audiology and Hearing Science 
aud7182.001.17s,aud,7182,AUD 7182,21237,Issues in Mentoring and Counseling 
aud7228.001.17s,aud,7228,AUD 7228,21307,Hearing Loss Prevention 
aud7280.064.17s,aud,7280,AUD 7280,21338,Doctoral Practicum in Audiology 
aud7321.001.17s,aud,7321,AUD 7321,21064,Theories of Amplification 
aud7351.501.17s,aud,7351,AUD 7351,21361,Physiologic Assessment of Vestibular System 
aud7353.001.17s,aud,7353,AUD 7353,21065,Clinical Electrophysiology 
aud7v82.001.17s,aud,7v82,AUD 7v82,26838,Special Topics in Hearing Science and Audiology 
ba3100.003.17s,ba,3100,BA 3100,24835,Professional Development 
ba4101.001.17s,ba,4101,BA 4101,24658,Careers in Management 
bcom3100.001.17s,bcom,3100,BCOM 3100,24899,Professional Development 
bcom3310.002.17s,bcom,3310,BCOM 3310,24936,Business Communication 
bcom4350.010.17s,bcom,4350,BCOM 4350,25085,Advanced Business Communication 
biol1318.001.17s,biol,1318,BIOL 1318,25783,Human Genetics 
biol1v00.pa2.17s,biol,1v00,BIOL 1v00,26527,Topics in Biological Sciences 
biol2111.001.17s,biol,2111,BIOL 2111,25779,Introduction to Modern Biology Workshop I 
biol2112.001.17s,biol,2112,BIOL 2112,25784,Introduction to Modern Biology Workshop II 
biol2281.308.17s,biol,2281,BIOL 2281,26078,Introductory Biology Laboratory 
biol2311.001.17s,biol,2311,BIOL 2311,25835,Introduction to Modern Biology I 
biol2312.001.17s,biol,2312,BIOL 2312,25792,Introduction to Modern Biology II 
biol2350.002.17s,biol,2350,BIOL 2350,26437,Biological Basis of Health and Disease 
biol3101.001.17s,biol,3101,BIOL 3101,25794,Classical and Molecular Genetics Workshop 
biol3102.001.17s,biol,3102,BIOL 3102,25802,Eukaryotic Molecular and Cell Biology Workshop 
biol3161.007.17s,biol,3161,BIOL 3161,26308,Biochemistry Workshop I 
biol3162.001.17s,biol,3162,BIOL 3162,25814,Biochemistry Workshop II 
biol3301.001.17s,biol,3301,BIOL 3301,25822,Classical and Molecular Genetics 
biol3302.001.17s,biol,3302,BIOL 3302,25823,Eukaryotic Molecular and Cell Biology 
biol3318.001.17s,biol,3318,BIOL 3318,26198,Forensic Biology 
biol3351.001.17s,biol,3351,BIOL 3351,26408,Medical Cell Biology 
biol3361.001.17s,biol,3361,BIOL 3361,25824,Biochemistry I 
biol3362.001.17s,biol,3362,BIOL 3362,25825,Biochemistry II 
biol3370.001.17s,biol,3370,BIOL 3370,25826,Exercise Physiology 
biol3380.001.17s,biol,3380,BIOL 3380,26358,Biochemistry Laboratory 
biol3388.001.17s,biol,3388,BIOL 3388,27803,Honey Bee Biology 
biol3455.301.17s,biol,3455,BIOL 3455,26027,Human Anatomy and Physiology with Lab I 
biol3456.302.17s,biol,3456,BIOL 3456,26086,Human Anatomy and Physiology with Lab II 
biol3520.001.17s,biol,3520,BIOL 3520,27795,General Microbiology with Lab 
biol3v00.001.17s,biol,3v00,BIOL 3v00,27827,Topics in Biological Sciences 
biol3v84.pac.17s,biol,3v84,BIOL 3v84,26529,Clinical Medicine IV 
biol4310.001.17s,biol,4310,BIOL 4310,26170,Cellular Microbiology 
biol4320.001.17s,biol,4320,BIOL 4320,26406,Cell Migration in Health and Disease 
biol4345.001.17s,biol,4345,BIOL 4345,25829,Immunobiology 
biol4350.001.17s,biol,4350,BIOL 4350,25830,Medical Microbiology 
biol4360.001.17s,biol,4360,BIOL 4360,26409,Evolution and Development 
biol4371.001.17s,biol,4371,BIOL 4371,27700,General and Molecular Virology 
biol4380.304.17s,biol,4380,BIOL 4380,26173,Cell and Molecular Biology Laboratory 
biol4385.001.17s,biol,4385,BIOL 4385,26567,Oral Histology and Embryology 
biol4461.001.17s,biol,4461,BIOL 4461,25860,Biophysical Chemistry 
biol4v00.001.17s,biol,4v00,BIOL 4v00,26665,Special Topics in Biology 
biol4v01.001.17s,biol,4v01,BIOL 4v01,26439,Topics in Biological Sciences with Lab 
biol4v40.001.17s,biol,4v40,BIOL 4v40,27829,Special Topics in Molecular and Cell Biology 
biol4v95.pac.17s,biol,4v95,BIOL 4v95,26530,Advanced Topics in Biology 
biol5381.001.17s,biol,5381,BIOL 5381,25873,Genomics 
biol5410.001.17s,biol,5410,BIOL 5410,26265,Biochemistry 
biol5440.001.17s,biol,5440,BIOL 5440,25874,Cell Biology 
biol5v95.001.17s,biol,5v95,BIOL 5v95,26470,Advanced Topics in Molecular and Cell Biology: Individual Instruction 
biol6252.001.17s,biol,6252,BIOL 6252,25875,Current Research in Molecular Biology 
biol6315.001.17s,biol,6315,BIOL 6315,26864,Epigenetics 
biol6331.001.17s,biol,6331,BIOL 6331,26599,Molecular Genetics 
biol6333.001.17s,biol,6333,BIOL 6333,26671,"Macromolecules: Structure, Function, and Dynamics "
biol6337.001.17s,biol,6337,BIOL 6337,26172,Regulation of Gene Expression 
biol6351.001.17s,biol,6351,BIOL 6351,25876,Cellular and Molecular Biology of the Immune System 
biol6352.001.17s,biol,6352,BIOL 6352,25877,Modern Biochemistry I 
biol6353.001.17s,biol,6353,BIOL 6353,25878,Modern Biochemistry II 
biol6356.001.17s,biol,6356,BIOL 6356,25879,Eukaryotic Molecular and Cell Biology 
biol6360.001.17s,biol,6360,BIOL 6360,26165,Medical Cell Biology for Biotechnology 
biol6384.001.17s,biol,6384,BIOL 6384,25880,Biotechnology Laboratory 
biol6385.001.17s,biol,6385,BIOL 6385,26080,Computational Biology 
biol6v02.001.17s,biol,6v02,BIOL 6v02,25778,The Art of Scientific Presentation 
biol6v50.017.17s,biol,6v50,BIOL 6v50,26268,Internship in Biotechnology/Biomedicine 
bis3190.0w2.17s,bis,3190,BIS 3190,24049,Library Research Skills 
bis3320.501.17s,bis,3320,BIS 3320,24005,The Nature of Intellectual Inquiry 
bis4306.0w1.17s,bis,4306,BIS 4306,24037,Strategies for Diversity in Education 
bis4310.091.17s,bis,4310,BIS 4310,24083,Co-op Education 
bis4v02.011.17s,bis,4v02,BIS 4v02,24131,Independent Study 
bis4v04.096.17s,bis,4v04,BIS 4v04,24126,Internship 
blaw2301.001.17s,blaw,2301,BLAW 2301,24471,Business and Public Law 
blaw4310.001.17s,blaw,4310,BLAW 4310,24732,Current Issues in Business and Law 
bmen1208.111.17s,bmen,1208,BMEN 1208,27719,Introduction to Bioengineering II 
bmen2320.001.17s,bmen,2320,BMEN 2320,22935,Statics 
bmen3130.106.17s,bmen,3130,BMEN 3130,27325,Engineering Physiology Laboratory 
bmen3150.103.17s,bmen,3150,BMEN 3150,22776,Biomedical Engineering Laboratory 
bmen3315.001.17s,bmen,3315,BMEN 3315,22894,Thermodynamics and Physical Chemistry in Biomedical Engineering 
bmen3330.001.17s,bmen,3330,BMEN 3330,22712,Engineering Physiology of the Human Body 
bmen3350.001.17s,bmen,3350,BMEN 3350,22713,Biomedical Component and System Design 
bmen3370.001.17s,bmen,3370,BMEN 3370,22897,Digital Circuits 
bmen3399.003.17s,bmen,3399,BMEN 3399,27431,Introductory Biomechanics 
bmen4330.001.17s,bmen,4330,BMEN 4330,22981,Advanced Engineering Physiology of the Human Body 
bmen4360.002.17s,bmen,4360,BMEN 4360,27434,Biomaterials and Medical Devices 
bmen4389.003.17s,bmen,4389,BMEN 4389,23191,Senior Design Project II 
