class_id,course_prefix,course_number,course_code,call_number,class_title
ipec4v98.075.17s,ipec,4v98,IPEC 4v98,23976,Internship 
isah2130.001.17s,isah,2130,ISAH 2130,20549,Careers for Arts and Humanities Majors 
isah4v50.001.17s,isah,4v50,ISAH 4v50,20320,Internship 
isis3309.001.17s,isis,3309,ISIS 3309,27597,Dental Anthropology 
isis3312.001.17s,isis,3312,ISIS 3312,24043,Women in Management 
isis3335.501.17s,isis,3335,ISIS 3335,27702,United States and East Asia 
isis4303.001.17s,isis,4303,ISIS 4303,27701,"Business, Law and Culture "
isis4v89.001.17s,isis,4v89,ISIS 4v89,27695,Special Topics in Interdisciplinary Studies 
isns2359.0w1.17s,isns,2359,ISNS 2359,26386,Earthquakes and Volcanoes 
isns2367.001.17s,isns,2367,ISNS 2367,26389,The Oceans 
isns2368.001.17s,isns,2368,ISNS 2368,26588,Weather and Climate 
isns3373.001.17s,isns,3373,ISNS 3373,27611,Our Nearest Neighbors in the Sky 
itss3100.001.17s,itss,3100,ITSS 3100,25104,Professional Development 
itss3211.001.17s,itss,3211,ITSS 3211,25136,Introduction to Programming 
itss3300.001.17s,itss,3300,ITSS 3300,25138,Information Technology for Business 
itss3312.001.17s,itss,3312,ITSS 3312,25151,Object-Oriented Programming 
itss3390.001.17s,itss,3390,ITSS 3390,27419,Web Design and Development for Business Applications 
itss4300.001.17s,itss,4300,ITSS 4300,25153,Database Fundamentals 
itss4301.001.17s,itss,4301,ITSS 4301,25154,Database Systems 
itss4312.001.17s,itss,4312,ITSS 4312,25155,Mobile Web Application Development 
itss4320.501.17s,itss,4320,ITSS 4320,25233,Introduction to Healthcare Information Systems 
itss4330.001.17s,itss,4330,ITSS 4330,25156,Systems Analysis and Design 
itss4340.501.17s,itss,4340,ITSS 4340,25157,Enterprise Resource Planning 
itss4342.001.17s,itss,4342,ITSS 4342,25046,Analysis and Design of Accounting Systems 
itss4343.501.17s,itss,4343,ITSS 4343,26973,Integrated SCM Information Systems 
itss4351.001.17s,itss,4351,ITSS 4351,25158,Foundations of Business Intelligence 
itss4352.001.17s,itss,4352,ITSS 4352,25159,Introduction to Web Analytics 
itss4354.001.17s,itss,4354,ITSS 4354,25160,Managing Big Data 
itss4370.501.17s,itss,4370,ITSS 4370,25161,Information Technology Infrastructure Management 
itss4380.501.17s,itss,4380,ITSS 4380,27688,Advanced Database Management 
itss4390.001.17s,itss,4390,ITSS 4390,25162,Information Systems Capstone 
japn1312.001.17s,japn,1312,JAPN 1312,20222,Beginning Japanese II 
japn2312.001.17s,japn,2312,JAPN 2312,20423,Intermediate Japanese II 
japn3312.501.17s,japn,3312,JAPN 3312,27581,Advanced Japanese II 
lang2v42.001.17s,lang,2v42,LANG 2v42,27691,Topics in Language 
lit2331.502.17s,lit,2331,LIT 2331,20424,Masterpieces of World Literature 
lit2341.502.17s,lit,2341,LIT 2341,26995,Literary Analysis 
lit3300.501.17s,lit,3300,LIT 3300,26998,Western Literary Tradition 
lit3310.001.17s,lit,3310,LIT 3310,20562,Studies in Epic and Romance 
lit3315.001.17s,lit,3315,LIT 3315,20164,Children's Literature 
lit3317.501.17s,lit,3317,LIT 3317,20427,The Literature of Fantasy 
lit3319.501.17s,lit,3319,LIT 3319,20540,Periods in English Literature 
lit3322.501.17s,lit,3322,LIT 3322,20541,Early American Literature 
lit3326.001.17s,lit,3326,LIT 3326,20321,The Literature of the American South 
lit3328.001.17s,lit,3328,LIT 3328,27224,Ethics in Literature 
lit3330.001.17s,lit,3330,LIT 3330,20564,Linguistics 
lit3332.501.17s,lit,3332,LIT 3332,20146,English Syntax and Mechanical Structure 
lit3335.001.17s,lit,3335,LIT 3335,20469,Media and Pop Culture 
lit3339.001.17s,lit,3339,LIT 3339,20428,Writing in Literary Studies 
lit3380.001.17s,lit,3380,LIT 3380,20383,Studies in Women's Literature 
lit4329.001.17s,lit,4329,LIT 4329,27226,Major Authors 
lit4348.501.17s,lit,4348,LIT 4348,27789,Topics in Literary Studies 
mais5300.501.17s,mais,5300,MAIS 5300,27438,Foundations of Interdisciplinary Inquiry 
mais5303.002.17s,mais,5303,MAIS 5303,24000,Research Project 
mais5321.0w1.17s,mais,5321,MAIS 5321,24116,Library Research Skills 
mais5335.5h1.17s,mais,5335,MAIS 5335,27596,Crisis Communication in Schools and Organizations 
mais5v38.001.17s,mais,5v38,MAIS 5v38,24108,Co-Op Education 
mas6v05.001.17s,mas,6v05,MAS 6v05,27836,Special Topics in Marketing Management 
math1306.001.17s,math,1306,MATH 1306,26226,College Algebra for the Non-Scientist 
math1314.003.17s,math,1314,MATH 1314,26479,College Algebra 
math1316.002.17s,math,1316,MATH 1316,26480,Trigonometry 
math1325.002.17s,math,1325,MATH 1325,25942,Applied Calculus I 
math1326.503.17s,math,1326,MATH 1326,26672,Applied Calculus II 
math2312.701.17s,math,2312,MATH 2312,25949,Precalculus 
math2333.701.17s,math,2333,MATH 2333,25951,"Matrices, Vectors, and Their Application "
math2370.001.17s,math,2370,MATH 2370,27404,Introduction to Programming with MATLAB 
math2413.007.17s,math,2413,MATH 2413,26501,Differential Calculus 
math2414.338.17s,math,2414,MATH 2414,27558,Integral Calculus 
math2415.301.17s,math,2415,MATH 2415,26327,Calculus of Several Variables 
math2417.005.17s,math,2417,MATH 2417,26328,Calculus I 
math2418.898.17s,math,2418,MATH 2418,27342,Linear Algebra 
math2419.004.17s,math,2419,MATH 2419,26066,Calculus II 
math2420.003.17s,math,2420,MATH 2420,26330,Differential Equations with Applications 
math2451.001.17s,math,2451,MATH 2451,26008,Multivariable Calculus with Applications 
math3303.001.17s,math,3303,MATH 3303,26076,Introduction to Mathematical Modeling 
math3307.001.17s,math,3307,MATH 3307,26090,Mathematical Problem Solving for Teachers 
math3310.002.17s,math,3310,MATH 3310,26345,Theoretical Concepts of Calculus 
math3311.001.17s,math,3311,MATH 3311,25937,Abstract Algebra I 
math3312.001.17s,math,3312,MATH 3312,25883,Abstract Algebra II 
math3321.001.17s,math,3321,MATH 3321,25884,Geometry 
math3379.001.17s,math,3379,MATH 3379,25885,Complex Variables 
math3380.001.17s,math,3380,MATH 3380,26488,Differential Geometry 
math4301.y01.17s,math,4301,MATH 4301,26540,Mathematical Analysis I 
math4302.001.17s,math,4302,MATH 4302,25886,Mathematical Analysis II 
math4334.001.17s,math,4334,MATH 4334,26074,Numerical Analysis 
math4355.501.17s,math,4355,MATH 4355,26171,Methods of Applied Mathematics 
math4362.001.17s,math,4362,MATH 4362,26519,Partial Differential Equations 
math5302.001.17s,math,5302,MATH 5302,25887,Elementary Analysis II 
math6302.501.17s,math,6302,MATH 6302,26489,Functional Analysis I 
math6309.001.17s,math,6309,MATH 6309,26830,Differential Geometry 
math6311.001.17s,math,6311,MATH 6311,26831,Abstract Algebra I 
math6318.501.17s,math,6318,MATH 6318,26832,Numerical Analysis of Differential Equations 
math6320.501.17s,math,6320,MATH 6320,26833,Principles and Techniques in Applied Mathematics II 
math6321.001.17s,math,6321,MATH 6321,26490,Optimization 
math6327.501.17s,math,6327,MATH 6327,26834,Stability and Bifurcations of Switched Systems 
math6390.002.17s,math,6390,MATH 6390,26835,Topics in Mathematics - Level 6 
mech1208.301.17s,mech,1208,MECH 1208,23044,Introduction to Mechanical Engineering II 
mech2120.101.17s,mech,2120,MECH 2120,22079,Mechanics of Materials Laboratory 
mech2310.001.17s,mech,2310,MECH 2310,22225,Statics 
mech2320.001.17s,mech,2320,MECH 2320,22076,Mechanics of Materials 
mech2330.002.17s,mech,2330,MECH 2330,22686,Dynamics 
mech3105.101.17s,mech,3105,MECH 3105,22081,Computer Aided Design Laboratory 
mech3115.101.17s,mech,3115,MECH 3115,22083,Fluid Mechanics Laboratory 
mech3120.101.17s,mech,3120,MECH 3120,23042,Heat Transfer Laboratory 
mech3150.101.17s,mech,3150,MECH 3150,22518,Kinematics and Dynamics Laboratory 
mech3305.001.17s,mech,3305,MECH 3305,22077,Computer Aided Design 
mech3310.001.17s,mech,3310,MECH 3310,22619,Thermodynamics 
mech3315.001.17s,mech,3315,MECH 3315,22078,Fluid Mechanics 
mech3320.002.17s,mech,3320,MECH 3320,23132,Heat Transfer 
mech3350.501.17s,mech,3350,MECH 3350,26938,Kinematics and Dynamics of Mechanical Systems 
mech3351.001.17s,mech,3351,MECH 3351,22621,Design of Mechanical Systems 
mech3360.001.17s,mech,3360,MECH 3360,23101,Introduction to Materials Science 
mech3v95.001.17s,mech,3v95,MECH 3v95,26934,Topics in Mechanical Engineering 
mech4110.101.17s,mech,4110,MECH 4110,22519,Systems and Controls Laboratory 
mech4310.001.17s,mech,4310,MECH 4310,23133,Systems and Controls 
mech4330.501.17s,mech,4330,MECH 4330,23275,Intermediate Fluid Mechanics 
mech4360.001.17s,mech,4360,MECH 4360,22688,Introduction to Nanostructured Materials 
mech4370.501.17s,mech,4370,MECH 4370,23135,Introduction to MEMS 
mech4380.001.17s,mech,4380,MECH 4380,23134,HVAC Systems 
mech4381.201.17s,mech,4381,MECH 4381,22622,Senior Design Project I 
mech4382.001.17s,mech,4382,MECH 4382,27361,Senior Design Project II 
mech5310.001.17s,mech,5310,MECH 5310,27656,Intermediate Dynamics 
mech6300.001.17s,mech,6300,MECH 6300,22544,Linear Systems 
mech6306.001.17s,mech,6306,MECH 6306,23238,Continuum Mechanics 
mech6312.001.17s,mech,6312,MECH 6312,22623,Random Processes 
mech6313.001.17s,mech,6313,MECH 6313,22998,Nonlinear Systems 
mech6314.001.17s,mech,6314,MECH 6314,22725,Engineering Systems: Modeling and Simulation 
mech6316.001.17s,mech,6316,MECH 6316,26890,Digital Control of Automotive Powertrain Systems 
mech6317.001.17s,mech,6317,MECH 6317,23186,Dynamics of Complex Networks and Systems 
mech6333.501.17s,mech,6333,MECH 6333,27740,Materials Design and Manufacturing 
mech6337.001.17s,mech,6337,MECH 6337,22934,"Systems Engineering, Architecture and Design "
mech6338.001.17s,mech,6338,MECH 6338,27655,Reliability-Based Design 
mech6347.501.17s,mech,6347,MECH 6347,22517,Introduction to MEMS 
mech6353.001.17s,mech,6353,MECH 6353,22689,Computational Mechanics 
mech6367.001.17s,mech,6367,MECH 6367,27040,Mechanical Properties of Materials 
mech6368.501.17s,mech,6368,MECH 6368,27657,Imperfections in Solids 
mech6371.001.17s,mech,6371,MECH 6371,27099,Computational Fluid Dynamics 
mech6373.001.17s,mech,6373,MECH 6373,23136,Convective Heat Transfer 
mech6393.501.17s,mech,6393,MECH 6393,26937,Advanced Mathematics for Mechanical Engineers II 
mech6v49.501.17s,mech,6v49,MECH 6v49,22982,Special Topics in Manufacturing and Design Innovation 
mech6v89.001.17s,mech,6v89,MECH 6v89,22927,Special Topics in Thermal and Fluid Sciences 
mech7100.001.17s,mech,7100,MECH 7100,27812,Seminar in Mechanical Engineering 
meco3300.001.17s,meco,3300,MECO 3300,25071,Introduction to Energy Technology 
meco3340.001.17s,meco,3340,MECO 3340,27609,Energy Law and Contracts 
meco4351.001.17s,meco,4351,MECO 4351,26780,Industrial Organization and Corporate Strategy 
meco6303.501.17s,meco,6303,MECO 6303,24923,Business Economics 
meco6312.001.17s,meco,6312,MECO 6312,24879,Applied Econometrics and Time Series Analysis 
meco6350.001.17s,meco,6350,MECO 6350,24880,Game Theory 
meco6352.0w1.17s,meco,6352,MECO 6352,26898,Financial Negotiation and Dispute Resolution 
meco6355.001.17s,meco,6355,MECO 6355,24881,Deal Making Strategies 
meco7311.001.17s,meco,7311,MECO 7311,25188,Advanced Game Theory 
meco7313.001.17s,meco,7313,MECO 7313,25189,Applied Econometrics 
mils1141.001.17s,mils,1141,MILS 1141,27627,foundations of leadership
mils180.101.17s,mils,180,MILS 180,27635,leadership lab
mils2251.001.17s,mils,2251,MILS 2251,27628,individual/team development
mils2291.001.17s,mils,2291,MILS 2291,27629,conference course
mils3341.001.17s,mils,3341,MILS 3341,27630,leadership i
mils4341.001.17s,mils,4341,MILS 4341,27631,adv leadership i
mils4391.001.17s,mils,4391,MILS 4391,27632,conference course
mis6204.591.17s,mis,6204,MIS 6204,24539,Information Technology for Management 
mis6302.0w1.17s,mis,6302,MIS 6302,24931,Information Technology Strategy and Management 
mis6308.0w1.17s,mis,6308,MIS 6308,24444,System Analysis and Project Management 
mis6309.501.17s,mis,6309,MIS 6309,24541,Business Data Warehousing 
mis6311.501.17s,mis,6311,MIS 6311,24892,Cybersecurity Fundamentals 
mis6316.501.17s,mis,6316,MIS 6316,24542,Data Communications 
mis6317.0w1.17s,mis,6317,MIS 6317,25186,Healthcare Informatics 
mis6319.501.17s,mis,6319,MIS 6319,24756,Enterprise Resource Planning 
mis6320.001.17s,mis,6320,MIS 6320,24757,Database Foundations 
mis6323.001.17s,mis,6323,MIS 6323,24543,Object Oriented Programming 
mis6324.001.17s,mis,6324,MIS 6324,24545,Business Analytics With SAS 
mis6326.501.17s,mis,6326,MIS 6326,24896,Data Management 
mis6330.0w1.17s,mis,6330,MIS 6330,24546,Information Technology Security 
mis6332.001.17s,mis,6332,MIS 6332,24897,Advanced ERP: Configurations 
mis6334.501.17s,mis,6334,MIS 6334,24547,Advanced Business Analytics With SAS 
mis6337.501.17s,mis,6337,MIS 6337,27031,Information Technology Audit and Risk Management 
mis6338.001.17s,mis,6338,MIS 6338,25050,Accounting Systems Integration and Configuration 
mis6339.501.17s,mis,6339,MIS 6339,25222,Analytical Reviews Using Audit Software 
mis6344.002.17s,mis,6344,MIS 6344,24549,Web Analytics 
mis6345.0w1.17s,mis,6345,MIS 6345,26945,High Performance Analytics 
mis6346.501.17s,mis,6346,MIS 6346,26946,Big Data Analytics 
mis6356.502.17s,mis,6356,MIS 6356,26947,Business Analytics With R 
mis6360.001.17s,mis,6360,MIS 6360,24550,Agile Project Management 
mis6363.001.17s,mis,6363,MIS 6363,24980,Cloud Computing 
mis6369.0w1.17s,mis,6369,MIS 6369,24790,Supply Chain Software 
mis6372.501.17s,mis,6372,MIS 6372,27075,IT Services Management 
mis6373.501.17s,mis,6373,MIS 6373,24643,Social Media and Business 
mis6380.001.17s,mis,6380,MIS 6380,25173,Data Visualization 
mis6v98.016.17s,mis,6v98,MIS 6v98,24551,Information Systems Internship 
mis6v99.501.17s,mis,6v99,MIS 6v99,27908,Special Topics in Management Information Systems 
mis7220.001.17s,mis,7220,MIS 7220,24553,Colloquium in Management Information Systems 
mis7420.001.17s,mis,7420,MIS 7420,24554,Seminar in Management Information Systems 
mkt3100.002.17s,mkt,3100,MKT 3100,26977,Professional Development 
mkt3300.001.17s,mkt,3300,MKT 3300,24556,Principles of Marketing 
mkt3320.001.17s,mkt,3320,MKT 3320,24744,Product and Brand Management 
mkt3330.004.17s,mkt,3330,MKT 3330,24884,Introduction to Professional Selling 
mkt3340.002.17s,mkt,3340,MKT 3340,24885,Marketing Research 
mkt4320.501.17s,mkt,4320,MKT 4320,27026,International Marketing 
mkt4330.001.17s,mkt,4330,MKT 4330,24569,Digital and Internet Marketing 
mkt4331.001.17s,mkt,4331,MKT 4331,24921,Digital Prospecting 
mkt4332.001.17s,mkt,4332,MKT 4332,24746,Advanced Personal Selling 
mkt4334.001.17s,mkt,4334,MKT 4334,24747,Social Media Marketing 
mkt4337.501.17s,mkt,4337,MKT 4337,27571,Marketing Analytics 
mkt4340.001.17s,mkt,4340,MKT 4340,24570,Consumer Behavior 
mkt4350.001.17s,mkt,4350,MKT 4350,24571,Advertising 
mkt4380.001.17s,mkt,4380,MKT 4380,24572,Capstone Course in Marketing 
mkt4v93.001.17s,mkt,4v93,MKT 4v93,28007,Seminar Series in Marketing 
mkt6301.0w1.17s,mkt,6301,MKT 6301,24575,Marketing Management 
mkt6309.001.17s,mkt,6309,MKT 6309,24576,Marketing Research 
mkt6310.0w1.17s,mkt,6310,MKT 6310,24578,Consumer Behavior 
mkt6321.0w1.17s,mkt,6321,MKT 6321,25192,Interactive and Digital Marketing 
mkt6323.501.17s,mkt,6323,MKT 6323,24886,Database Marketing 
mkt6329.501.17s,mkt,6329,MKT 6329,24580,New Product Development 
mkt6330.0w1.17s,mkt,6330,MKT 6330,24581,Brand Management 
mkt6332.501.17s,mkt,6332,MKT 6332,24582,Advertising and Promotional Strategy 
mkt6334.501.17s,mkt,6334,MKT 6334,24922,Digital Sales Strategy 
mkt6337.502.17s,mkt,6337,MKT 6337,24887,Marketing Predictive Analytics Using SAS 
mkt6339.501.17s,mkt,6339,MKT 6339,24583,Capstone Marketing Decision Making 
mkt6365.601.17s,mkt,6365,MKT 6365,25179,Marketing Digital Lab 
mkt6382.501.17s,mkt,6382,MKT 6382,27000,Professional Selling I 
mkt6v99.001.17s,mkt,6v99,MKT 6v99,24944,Special Topics in Marketing 
msen5300.501.17s,msen,5300,MSEN 5300,23051,Introduction to Materials Science 
msen5341.001.17s,msen,5341,MSEN 5341,22584,Advanced Inorganic Chemistry I 
msen5355.001.17s,msen,5355,MSEN 5355,27370,Analytical Techniques I 
msen5360.001.17s,msen,5360,MSEN 5360,22068,Materials Characterization 
msen5371.001.17s,msen,5371,MSEN 5371,27371,Solid State Physics 
msen5410.001.17s,msen,5410,MSEN 5410,22830,Biochemistry 
msen5440.001.17s,msen,5440,MSEN 5440,22583,Cell Biology 
msen6310.001.17s,msen,6310,MSEN 6310,27056,Mechanical Properties of Materials 
msen6321.501.17s,msen,6321,MSEN 6321,22543,Active Semiconductor Devices 
msen6323.001.17s,msen,6323,MSEN 6323,26866,Quantum Mechanics for Materials Scientists II 
msen6324.001.17s,msen,6324,MSEN 6324,26867,"Electronic, Optical and Magnetic Materials "
msen6327.001.17s,msen,6327,MSEN 6327,22877,Semiconductor Device Characterization 
msen6340.001.17s,msen,6340,MSEN 6340,22673,Advanced Electron Microscopy 
msen6341.101.17s,msen,6341,MSEN 6341,22674,Advanced Electron Microscopy Laboratory 
msen6355.001.17s,msen,6355,MSEN 6355,22905,Nanotechnology and Sensors 
msen6382.501.17s,msen,6382,MSEN 6382,22516,Introduction to MEMS 
msen7v80.001.17s,msen,7v80,MSEN 7v80,27791,Special Topics in Materials Science and Engineering 
mthe5321.501.17s,mthe,5321,MTHE 5321,27853,Problems Using Algebra 
musi1306.501.17s,musi,1306,MUSI 1306,20391,Understanding Music 
musi2113.501.17s,musi,2113,MUSI 2113,20147,Pep Band 
musi2127.001.17s,musi,2127,MUSI 2127,27435,University Choir 
musi2315.501.17s,musi,2315,MUSI 2315,20329,Guitar I 
musi2317.002.17s,musi,2317,MUSI 2317,20323,Piano I 
musi2319.001.17s,musi,2319,MUSI 2319,20151,Digital Music I 
musi2322.001.17s,musi,2322,MUSI 2322,20543,Music in Western Civilization 
musi2325.001.17s,musi,2325,MUSI 2325,20152,Vocal Instruction I 
musi2328.001.17s,musi,2328,MUSI 2328,20223,Music Theory I 
musi3325.001.17s,musi,3325,MUSI 3325,20335,Jazz History: Modern Jazz since BeBop 
musi3328.001.17s,musi,3328,MUSI 3328,20544,Music Theory II 
musi3382.001.17s,musi,3382,MUSI 3382,27556,Vocal Instruction II 
musi3388.001.17s,musi,3388,MUSI 3388,20153,Piano II 
musi3389.001.17s,musi,3389,MUSI 3389,27229,Digital Music II 
musi4118.501.17s,musi,4118,MUSI 4118,27230,Advanced String Orchestra III 
musi4120.501.17s,musi,4120,MUSI 4120,27231,Wind Ensemble III 
musi4312.001.17s,musi,4312,MUSI 4312,20375,Advanced Orchestra/Chamber Music Ensemble II 
musi4316.501.17s,musi,4316,MUSI 4316,20334,Guitar Ensemble III 
musi4345.001.17s,musi,4345,MUSI 4345,20376,Music Performance III 
musi4347.501.17s,musi,4347,MUSI 4347,20154,Vocal Ensemble III 
musi4385.001.17s,musi,4385,MUSI 4385,20324,Chamber Singers II 
musi4386.001.17s,musi,4386,MUSI 4386,20325,Jazz Ensemble III 
musi4v13.001.17s,musi,4v13,MUSI 4v13,27232,Advanced Performance II 
nano3301.001.17s,nano,3301,NANO 3301,22084,Introduction to Nanoscience and Nanotechnology 
nano3302.001.17s,nano,3302,NANO 3302,26869,"Microscopy, Spectroscopy, and Nanotech Instrumentation "
nano3310.001.17s,nano,3310,NANO 3310,23050,Introduction to Materials Science 
nats1141.001.17s,nats,1141,NATS 1141,26332,UTeach STEP 1 
nats1143.003.17s,nats,1143,NATS 1143,26334,UTeach STEP 2 
nats2333.001.17s,nats,2333,NATS 2333,26162,"Energy, Water, and the Environment "
nats3341.001.17s,nats,3341,NATS 3341,26367,Knowing and Learning in Mathematics and Science 
nats3343.001.17s,nats,3343,NATS 3343,25917,Classroom Interactions 
nats4141.501.17s,nats,4141,NATS 4141,25920,UTeach Apprentice Teaching Seminar 
nats4341.001.17s,nats,4341,NATS 4341,26368,Project-Based Instruction 
nats4390.001.17s,nats,4390,NATS 4390,26499,Research Methods 
nats4694.001.17s,nats,4694,NATS 4694,25921,"UTeach Apprentice Teaching, 7-12 Science and Mathematics "
nats4696.001.17s,nats,4696,NATS 4696,25922,"UTeach Apprentice Teaching, 4-8 Science and Mathematics "
nsc3344.001.17s,nsc,3344,NSC 3344,21298,Anatomy and Physiology of Speech and Hearing 
nsc3345.001.17s,nsc,3345,NSC 3345,21305,Neural Basis of Communication 
nsc3361.001.17s,nsc,3361,NSC 3361,21159,Introduction to Neuroscience 
nsc4351.001.17s,nsc,4351,NSC 4351,27798,Medical Neuroscience 
nsc4352.001.17s,nsc,4352,NSC 4352,21161,Cellular Neuroscience 
nsc4353.103.17s,nsc,4353,NSC 4353,21239,Neuroscience Laboratory Methods 
nsc4354.501.17s,nsc,4354,NSC 4354,21470,Integrative Neuroscience 
nsc4356.001.17s,nsc,4356,NSC 4356,21164,Neurophysiology 
nsc4357.001.17s,nsc,4357,NSC 4357,21482,Neurobiology of Learning and Memory 
nsc4358.001.17s,nsc,4358,NSC 4358,21270,Neuroscience of Pain 
nsc4359.001.17s,nsc,4359,NSC 4359,21463,Cognitive Neuroscience 
nsc4362.001.17s,nsc,4362,NSC 4362,21324,Molecular Neuroscience 
nsc4363.001.17s,nsc,4363,NSC 4363,21165,Neuropharmacology 
nsc4366.001.17s,nsc,4366,NSC 4366,21240,Neuroanatomy 
nsc4367.001.17s,nsc,4367,NSC 4367,21356,Developmental Neurobiology 
nsc4371.001.17s,nsc,4371,NSC 4371,21323,Neural Plasticity 
nsc4372.001.17s,nsc,4372,NSC 4372,27819,Neuroimmunology 
nsc4375.001.17s,nsc,4375,NSC 4375,21492,Honors Seminar 
nsc4394.001.17s,nsc,4394,NSC 4394,21158,Internship in Neuroscience 
nsc4v90.hn1.17s,nsc,4v90,NSC 4v90,26905,Special Topics in Neuroscience 
nsc4v95.001.17s,nsc,4v95,NSC 4v95,21415,Externship in Neuroscience 
ob6301.501.17s,ob,6301,OB 6301,24431,Organizational Behavior 
ob6321.501.17s,ob,6321,OB 6321,26899,Principles of Leadership 
ob6332.001.17s,ob,6332,OB 6332,24434,Negotiation and Dispute Resolution 
ob7302.001.17s,ob,7302,OB 7302,26900,Organization Behavior 
ob7313.001.17s,ob,7313,OB 7313,26901,Seminar on Organizational Decision Making 
obhr3310.hon.17s,obhr,3310,OBHR 3310,25110,Organizational Behavior 
obhr3330.001.17s,obhr,3330,OBHR 3330,26756,Introduction to Human Resource Management 
obhr4310.001.17s,obhr,4310,OBHR 4310,24787,Business Ethics 
obhr4331.501.17s,obhr,4331,OBHR 4331,27448,Compensation and Benefits Administration 
obhr4350.501.17s,obhr,4350,OBHR 4350,24738,Introduction to Leading and Managing 
obhr4352.001.17s,obhr,4352,OBHR 4352,24601,Negotiation and Dispute Resolution 
obhr4354.001.17s,obhr,4354,OBHR 4354,26902,Leading Organizational Change 
obhr4360.001.17s,obhr,4360,OBHR 4360,24780,Capstone in Organizational Behavior 
opre3310.007.17s,opre,3310,OPRE 3310,24888,Operations Management 
opre3320.001.17s,opre,3320,OPRE 3320,24610,Supply Chain Management 
opre3330.501.17s,opre,3330,OPRE 3330,24611,Project Management 
opre3333.501.17s,opre,3333,OPRE 3333,24771,Quantitative Business Analysis 
opre3360.0w1.17s,opre,3360,OPRE 3360,24930,Managerial Methods in Decision Making Under Uncertainty 
opre4310.001.17s,opre,4310,OPRE 4310,27308,Lean and Six Sigma Processes 
opre4320.501.17s,opre,4320,OPRE 4320,26871,Integrated SCM Information Systems 
opre4340.001.17s,opre,4340,OPRE 4340,24781,Purchasing and Sourcing Management 
opre4360.001.17s,opre,4360,OPRE 4360,24779,Capstone Projects in Supply Chain Management 
opre6301.003.17s,opre,6301,OPRE 6301,24934,Quantitative Introduction to Risk and Uncertainty in Business 
opre6302.001.17s,opre,6302,OPRE 6302,25121,Operations Management 
opre6303.0w1.17s,opre,6303,OPRE 6303,24755,Quantitative Foundations of Business 
opre6332.502.17s,opre,6332,OPRE 6332,25122,Spreadsheet Modeling and Analytics 
opre6341.001.17s,opre,6341,OPRE 6341,25208,Retail Operations 
opre6355.001.17s,opre,6355,OPRE 6355,25244,Deal Making Strategies 
opre6362.001.17s,opre,6362,OPRE 6362,24447,Project Management in Engineering and Operations 
opre6364.002.17s,opre,6364,OPRE 6364,24976,Lean Six Sigma 
opre6366.501.17s,opre,6366,OPRE 6366,24961,Global Supply Chain Management 
opre6367.501.17s,opre,6367,OPRE 6367,24782,Capstone Projects in Supply Chain Management 
opre6369.0w1.17s,opre,6369,OPRE 6369,24791,Supply Chain Software 
opre6370.0w1.17s,opre,6370,OPRE 6370,25123,Global Logistics and Transportation 
opre6371.501.17s,opre,6371,OPRE 6371,24633,"Purchasing, Sourcing and Contract Management "
opre6378.001.17s,opre,6378,OPRE 6378,24890,Supply Chain Strategy 
opre6379.501.17s,opre,6379,OPRE 6379,25266,Product Lifecycle Management 
opre6389.501.17s,opre,6389,OPRE 6389,24794,"Managing Energy: Risk, Investment, Technology "
opre6393.501.17s,opre,6393,OPRE 6393,26951,Database Foundations 
opre6398.002.17s,opre,6398,OPRE 6398,27874,Prescriptive Analytics 
opre6399.004.17s,opre,6399,OPRE 6399,26956,Business Analytics With SAS 
opre6v98.016.17s,opre,6v98,OPRE 6v98,24634,Supply Chain Management Internship 
opre6v99.002.17s,opre,6v99,OPRE 6v99,27916,Special Topics in Operations Research 
opre7309.001.17s,opre,7309,OPRE 7309,27933,Behavioral Operations Management 
opre7311.001.17s,opre,7311,OPRE 7311,24636,Stochastic Models in Operations Research 
opre7320.001.17s,opre,7320,OPRE 7320,24586,Optimal Control Theory and Applications 
opre7351.001.17s,opre,7351,OPRE 7351,25267,Seminar in Operations Management 
pa2325.0w1.17s,pa,2325,PA 2325,23828,Introduction to Public Service 
pa3310.001.17s,pa,3310,PA 3310,23829,Public Management 
pa3333.001.17s,pa,3333,PA 3333,23478,Human Resources Management 
pa3378.001.17s,pa,3378,PA 3378,27864,Public Finance and Economics 
pa3379.001.17s,pa,3379,PA 3379,27109,Diversity in the Public Sector 
pa3380.001.17s,pa,3380,PA 3380,23944,Organizations: Theory and Behavior 
pa3381.001.17s,pa,3381,PA 3381,27687,Field Research Methods 
pa4340.001.17s,pa,4340,PA 4340,23738,Creating High Performance Organizations 
pa4345.001.17s,pa,4345,PA 4345,23830,Negotiation and Conflict Resolution 
pa4352.001.17s,pa,4352,PA 4352,27110,Emerging Communication Strategies in Public Service Organizations 
pa6311.501.17s,pa,6311,PA 6311,23945,Public Management 
pa6315.501.17s,pa,6315,PA 6315,23968,Evaluating Program and Organizational Performance 
pa6320.501.17s,pa,6320,PA 6320,23721,Organizational Theory 
pa6324.501.17s,pa,6324,PA 6324,23832,Urban Planning 
pa6326.501.17s,pa,6326,PA 6326,23943,Decision Tools for Managers 
pa6342.501.17s,pa,6342,PA 6342,23745,Local Economic Development 
pa6344.0w1.17s,pa,6344,PA 6344,23833,Local Government Management 
pa6374.0w1.17s,pa,6374,PA 6374,27111,Financial Management for Nonprofit Organizations 
